Latitude	Longitude	Snow Depth
71.37136	-156.5472	5.3787
71.37137	-156.5472	5.3137
71.37139	-156.54722	5.996
71.37139	-156.54722	4.9239
71.37142	-156.54723	4.664
71.37142	-156.54723	5.3787
71.37144	-156.54725	3.8193
71.37144	-156.54725	4.3391
71.37146	-156.54727	4.4691
71.37147	-156.54728	4.534
71.37149	-156.5473	3.8843
71.37151	-156.5473	7.393
71.37151	-156.54733	14.41
71.37152	-156.54733	16.36
71.37154	-156.54733	13.696
71.37154	-156.54733	14.67
71.37156	-156.54735	14.02
71.37157	-156.54735	13.728
71.37157	-156.54737	13.533
71.37159	-156.54737	13.241
71.37161	-156.54738	8.7574
71.37161	-156.54738	11.486
71.37162	-156.5474	5.6386
71.37164	-156.5474	8.4975
71.37164	-156.54742	6.6132
71.37166	-156.54743	5.2488
71.37167	-156.54745	4.9239
71.37169	-156.54745	4.534
71.37169	-156.54747	2.6498
71.37172	-156.54748	2.3899
71.37172	-156.54748	4.0792
71.37174	-156.5475	4.7939
71.37174	-156.54752	5.6386
71.37176	-156.54753	3.4944
71.37177	-156.54753	3.7543
71.37179	-156.54755	5.6386
71.37179	-156.54755	7.4579
71.37181	-156.54757	10.512
71.37182	-156.54757	9.0823
71.37184	-156.54757	7.5879
71.37186	-156.54758	8.3026
71.37186	-156.54758	5.6386
71.37187	-156.5476	12.071
71.37189	-156.5476	8.9523
71.37189	-156.54763	8.7574
71.37191	-156.54763	7.4579
71.37192	-156.54765	6.0284
71.37194	-156.54765	10.642
71.37194	-156.54767	6.4183
71.37197	-156.54767	9.0823
71.37197	-156.54767	10.967
71.37197	-156.54768	12.136
71.37199	-156.5477	14.183
71.37201	-156.5477	17.269
71.37202	-156.54772	21.622
71.37204	-156.54772	21.947
71.37204	-156.54773	17.984
71.37206	-156.54773	13.111
71.37206	-156.54775	10.902
71.37207	-156.54777	9.9919
71.37209	-156.54777	7.068
71.37211	-156.54778	5.1188
71.37211	-156.54778	5.4437
71.37214	-156.5478	5.5736
71.37214	-156.5478	6.2234
71.37216	-156.54783	7.7178
71.37217	-156.54783	9.9919
71.37217	-156.54783	14.93
71.37217	-156.54785	16.619
71.37219	-156.54787	16.034
71.37221	-156.54787	12.721
71.37222	-156.54788	8.7573
71.37224	-156.5479	7.5228
71.37226	-156.5479	4.8589
71.37227	-156.54792	5.1837
71.37227	-156.54792	5.3787
71.37229	-156.54792	4.1442
71.37231	-156.54795	4.8264
71.37231	-156.54795	5.5736
71.37232	-156.54795	5.0538
71.37234	-156.54798	7.5878
71.37234	-156.54798	4.7939
71.37236	-156.548	3.9492
71.37237	-156.54802	5.7035
71.37237	-156.54803	7.4579
71.37239	-156.54803	9.2771
71.37241	-156.54807	12.526
71.37242	-156.54807	15.32
71.37244	-156.54808	15.19
71.37244	-156.54808	17.074
71.37247	-156.5481	17.139
71.37247	-156.5481	14.02
71.37249	-156.5481	11.096
71.37249	-156.54812	13.24
71.37249	-156.54812	13.24
71.37251	-156.54813	13.435
71.37252	-156.54813	11.616
71.37254	-156.54815	12.526
71.37254	-156.54815	8.0426
71.37256	-156.54817	3.6893
71.37256	-156.54818	3.9492
71.37257	-156.54818	4.404
71.37259	-156.54818	5.7035
71.37261	-156.5482	8.4324
71.37262	-156.54822	10.122
71.37262	-156.54822	9.9918
71.37264	-156.54822	10.901
71.37266	-156.54823	10.187
71.37266	-156.54825	10.512
71.37267	-156.54825	10.122
71.37267	-156.54827	10.642
71.37269	-156.54828	12.201
71.37271	-156.54828	12.266
71.37274	-156.5483	11.161
71.37274	-156.5483	10.836
71.37274	-156.5483	10.122
71.37276	-156.54832	7.003
71.37277	-156.54833	9.0172
71.37277	-156.54835	7.8477
71.37279	-156.54835	10.771
71.37281	-156.54837	9.9267
71.37282	-156.54837	8.7572
71.37282	-156.54838	5.8984
71.37284	-156.5484	4.2741
71.37286	-156.5484	11.616
71.37287	-156.54842	4.7939
71.37287	-156.54842	5.1187
71.37289	-156.54843	7.5877
71.37289	-156.54843	7.4578
71.37291	-156.54845	9.277
71.37292	-156.54847	8.4973
71.37292	-156.54847	9.0821
71.37294	-156.54848	7.8476
71.37296	-156.5485	7.6527
71.37297	-156.5485	3.7543
71.37297	-156.54852	2.4548
71.37299	-156.54852	3.0071
71.37302	-156.54853	4.8588
71.37302	-156.54855	16.944
71.37302	-156.54855	19.738
71.37304	-156.54857	17.139
71.37306	-156.54857	15.32
71.37307	-156.5486	15.449
71.37309	-156.5486	13.76
71.37311	-156.54862	14.02
71.37311	-156.54862	11.421
71.37312	-156.54863	7.9775
71.37312	-156.54865	7.9775
71.37314	-156.54865	11.226
71.37316	-156.54865	9.9916
71.37316	-156.54867	9.7967
71.37317	-156.54868	12.201
71.37319	-156.5487	10.836
71.37321	-156.5487	13.955
71.37322	-156.54872	14.67
71.37322	-156.54873	16.619
71.37324	-156.54875	17.204
71.37324	-156.54875	19.802
71.37326	-156.54877	20.517
71.37327	-156.54877	15.449
71.37329	-156.54878	18.438
71.37329	-156.54878	18.373
71.37331	-156.54878	20.582
71.37332	-156.5488	14.67
71.37334	-156.54882	9.017
71.37334	-156.54883	4.274
71.37336	-156.54883	8.2374
71.37337	-156.54883	5.9633
71.37337	-156.54885	10.771
71.37339	-156.54887	7.7176
71.37341	-156.54887	10.901
71.37341	-156.54887	13.565
71.37342	-156.54887	8.822
71.37344	-156.54888	5.7034
71.37344	-156.5489	4.274
71.37344	-156.54892	2.1299
71.37346	-156.54892	7.1977
71.37349	-156.54893	7.1327
71.37349	-156.54893	5.2486
71.37351	-156.54893	2.3898
71.37352	-156.54893	4.1441
71.37354	-156.54895	8.0424
71.37354	-156.54897	9.9265
71.37356	-156.54897	12.395
71.37357	-156.54898	13.175
71.37357	-156.54898	10.186
71.37359	-156.54898	7.7825
71.37361	-156.549	6.2881
71.37361	-156.54902	9.3418
71.37362	-156.54902	17.138
71.37364	-156.54903	15.319
71.37366	-156.54905	12.46
71.37367	-156.54905	8.0424
71.37367	-156.54907	9.0169
71.37369	-156.54907	9.4717
71.37371	-156.54908	12.72
71.37372	-156.5491	10.771
71.37372	-156.54912	12.395
71.37374	-156.54912	12.071
71.37376	-156.54913	11.616
71.37376	-156.54913	12.2
71.37377	-156.54915	14.994
71.37377	-156.54917	17.918
71.37379	-156.54918	1.6751
71.37381	-156.54918	3.8192
71.37382	-156.54918	4.0141
71.37382	-156.54922	3.5593
71.37384	-156.54922	3.6892
71.37384	-156.54922	2.3249
71.37387	-156.54925	2.1949
71.37387	-156.54927	2.3249
71.37389	-156.54927	2.7796
71.37391	-156.54928	2.8446
71.37391	-156.5493	3.4943
71.37392	-156.54932	5.0536
71.37394	-156.54932	6.353
71.37396	-156.54932	5.6383
71.37396	-156.54932	13.305
71.37396	-156.54933	8.1072
71.37399	-156.54935	7.3276
71.37399	-156.54932	4.8261
71.37401	-156.54933	6.4179
71.37401	-156.54935	5.8981
71.37402	-156.54935	4.6637
71.37404	-156.54937	11.94
71.37406	-156.54938	11.096
71.37407	-156.54938	13.499
71.37409	-156.5494	14.149
71.37409	-156.54942	9.2115
71.37409	-156.54942	15.059
71.37411	-156.54943	16.033
71.37412	-156.54943	12.07
71.37414	-156.54945	9.4714
71.37414	-156.54947	29.157
71.37416	-156.54947	19.801
71.37417	-156.54948	9.2115
71.37417	-156.54948	6.7752
71.37419	-156.5495	4.9886
71.37421	-156.54952	2.6497
71.37422	-156.54952	2.7147
71.37422	-156.54955	7.4574
71.37424	-156.54955	5.963
71.37424	-156.54957	4.1439
71.37426	-156.54957	3.949
71.37427	-156.54957	4.4038
71.37429	-156.54957	9.0814
71.37431	-156.54958	11.095
71.37432	-156.5496	8.0419
71.37432	-156.54962	5.963
71.37434	-156.54962	4.1439
71.37436	-156.54963	12.46
71.37437	-156.54965	15.838
71.37437	-156.54965	9.0814
71.37439	-156.54967	9.4712
71.37439	-156.54968	5.0859
71.37442	-156.5497	4.9885
71.37442	-156.54968	2.8446
71.37444	-156.5497	3.4293
71.37446	-156.54972	4.5337
71.37446	-156.54973	4.5987
71.37447	-156.54973	4.3388
71.37449	-156.54975	3.1044
71.37451	-156.54975	3.6242
71.37452	-156.54976	3.0395
71.37452	-156.54977	3.3643
71.37454	-156.54977	2.5197
71.37456	-156.54977	3.5592
71.37457	-156.54979	4.3388
71.37459	-156.54981	5.1834
71.37461	-156.54982	14.376
71.37462	-156.54982	13.044
71.37462	-156.54984	12.005
71.37464	-156.54986	8.5614
71.37466	-156.54987	17.267
71.37467	-156.54987	9.211
71.37467	-156.54987	5.2482
71.37469	-156.54989	6.4176
71.37471	-156.54991	6.6774
71.37471	-156.54991	7.522
71.37472	-156.54992	7.457
71.37474	-156.54992	7.0023
71.37476	-156.54994	4.9234
71.37476	-156.54994	4.0139
71.37477	-156.54996	4.5986
71.37479	-156.54997	2.7471
71.37479	-156.54999	3.4292
71.37481	-156.54999	3.0394
71.37482	-156.54999	3.1693
71.37484	-156.55001	5.8327
71.37486	-156.55002	3.8189
71.37486	-156.55002	3.4291
71.37487	-156.55004	4.0138
71.37489	-156.55006	3.4941
71.37491	-156.55007	3.624
71.37492	-156.55007	4.1437
71.37492	-156.55009	3.8839
71.37494	-156.55009	4.0138
71.37496	-156.55009	7.5217
71.37496	-156.55011	10.38
71.37497	-156.55012	13.92
71.37499	-156.55012	14.343
71.37499	-156.55012	14.18
71.37501	-156.55014	12.264
71.37502	-156.55016	8.3012
71.37504	-156.55017	11.16
71.37506	-156.55019	10.575
71.37506	-156.55019	7.6516
71.37507	-156.55021	5.1831
71.37509	-156.55021	7.5217
71.37511	-156.55022	8.756
71.37511	-156.55022	7.9764
71.37512	-156.55024	8.4312
71.37514	-156.55024	6.0926
71.37514	-156.55026	4.0788
71.37516	-156.55027	3.3642
71.37517	-156.55027	5.118
71.37519	-156.55029	6.9368
71.37521	-156.55031	7.3265
71.37521	-156.55032	21.098
71.37522	-156.55034	22.851
71.37526	-156.55036	19.863
71.37526	-156.55037	20.253
71.37527	-156.55037	8.4958
71.37527	-156.55037	8.7556
71.37527	-156.55039	2.6171
71.37529	-156.55039	6.4821
71.37531	-156.55041	12.653
71.37532	-156.55042	7.8462
71.37534	-156.55042	7.5214
71.37534	-156.55042	6.6769
71.37536	-156.55046	5.2479
71.37537	-156.55046	3.2992
71.37537	-156.55046	3.0393
71.37541	-156.55047	3.5265
71.37541	-156.55047	2.3248
71.37541	-156.55047	3.6239
71.37542	-156.55049	5.3128
71.37544	-156.55049	5.2476
71.37546	-156.55051	3.6238
71.37547	-156.55052	3.4939
71.37547	-156.55052	4.4033
71.37549	-156.55054	4.1434
71.37551	-156.55057	2.8444
71.37552	-156.55057	3.2341
71.37552	-156.55059	4.3383
71.37554	-156.55059	5.3775
71.37556	-156.55059	6.2219
71.37557	-156.55061	6.5467
71.37559	-156.55062	4.5332
71.37559	-156.55062	4.5981
71.37561	-156.55062	2.6495
71.37562	-156.55064	3.1691
71.37562	-156.55064	4.0784
